SITE_ID,STATE_NAME,DISTRICT_NAME,TAHSIL_NAME,BLOCK_NAME,SITE_NAME,SITE_TYPE,SITE_SUB_TYPE,AQUIFER_TYPE,DEPTH,WLS_DATE,WLS_WTR_LEVE
W130230077343001,Karnataka,Bangalore Urban,BANGALORE,BANGALORE,Hebbal2,Bore Well,Piezometer,Semi-Confined,77,5-Nov-22,12.25
W130230077350001,Karnataka,Bangalore Urban,BANGALORE,BANGALORE,Hebbal2,Dug Well,,Unconfined,11.2,5-Nov-22,0.1
W130830077273001,Karnataka,Bangalore Urban,BANGALORE,BANGALORE,Hesaraghatta,Bore Well,Piezometer,Semi-Confined,60,5-Nov-22,16.42
W130139077341001,Karnataka,Bangalore Urban,BANGALORE,BANGALORE,Indian Institute Of,Bore Well,Piezometer,Semi-Confined,162.5,5-Nov-22,19.45
W125815077381501,Karnataka,Bangalore Urban,BANGALORE,BANGALORE,Indiranagar,Bore Well,Piezometer,Semi-Confined,80,5-Nov-22,5.3
W130335077343701,Karnataka,Bangalore Urban,BANGALORE,BANGALORE,Kodigehalli,Dug Well,,Unconfined,6.5,5-Nov-22,3.63
W125706077350801,Karnataka,Bangalore Urban,BANGALORE,BANGALORE,Lalbagh garden,Bore Well,Piezometer,Semi-Confined,60,5-Nov-22,1.8
W130015077342101,Karnataka,Bangalore Urban,BANGALORE,BANGALORE,Malleswaram,Dug Well,,Unconfined,7,5-Nov-22,3.85
W125619077353201,Karnataka,Bangalore Urban,BANGALORE,BANGALORE,Nimhans,Bore Well,Piezometer,Semi-Confined,100.88,5-Nov-22,4.56
W125855077332001,Karnataka,Bangalore Urban,BANGALORE,BANGALORE,Rajajinagara,Dug Well,,Unconfined,4.5,5-Nov-22,1.8
W125855077374501,Karnataka,Bangalore Urban,BANGALORE,BANGALORE,Ulsoor,Dug Well,,Unconfined,4.9,5-Nov-22,1.87
W125934077354601,Karnataka,Bangalore Urban,BANGALORE,BANGALORE,Vasanthnagara,Dug Well,,Unconfined,2.12,5-Nov-22,1.25
W125656077354901,Karnataka,Bangalore Urban,BANGALORE,BANGALORE,Wilson Garden,Dug Well,,Unconfined,6.7,5-Nov-22,0.87
W130630077360001,Karnataka,Bangalore Urban,BANGALORE,BANGALORE,Yelahanka,Bore Well,Piezometer,Semi-Confined,65,5-Nov-22,8.75
W125640077420001,Karnataka,Bangalore Urban,BANGALORE,BANGALORE,Adugodi,Bore Well,Piezometer,Semi-Confined,58.45,5-Nov-22,1.9
W124510077304001,Karnataka,Bangalore Urban,BANGALORE,BANGALORE,Bang Uni Ars Ls,Bore Well,Piezometer,Semi-Confined,50,5-Nov-22,11.59
W125300077371701,Karnataka,Bangalore Urban,BANGALORE,BANGALORE,Begur,Dug Well,,Unconfined,12,5-Nov-22,4.55
W125845077251001,Karnataka,Bangalore Urban,BANGALORE,BANGALORE,Chandasipalya,Dug Well,,Unconfined,17,5-Nov-22,1.86
W125130077353002,Karnataka,Bangalore Urban,BANGALORE,BANGALORE,Gottigere A,Dug Well,,Unconfined,18,5-Nov-22,0.1
W125437077340501,Karnataka,Bangalore Urban,BANGALORE,BANGALORE,Gsi Pz,Bore Well,Piezometer,Semi-Confined,200.2,5-Nov-22,16.17
W125508077391001,Karnataka,Bangalore Urban,BANGALORE,BANGALORE,Hsr Layout,Dug Well,,Unconfined,10.6,5-Nov-22,2.13
W125337077355801,Karnataka,Bangalore Urban,BANGALORE,BANGALORE,IIM Bannerughatta,Bore Well,Piezometer,Semi-Confined,108.52,5-Nov-22,8.83
W125200077350001,Karnataka,Bangalore Urban,BANGALORE,BANGALORE,Jayanagar,Bore Well,Piezometer,Semi-Confined,45,5-Nov-22,3
W130130077454002,Karnataka,Bangalore Urban,BANGALORE,BANGALORE,Kannamangala pz,Bore Well,Piezometer,Semi-Confined,60,5-Nov-22,27.4
W125522077340801,Karnataka,Bangalore Urban,BANGALORE,BANGALORE,Seva Kshetra Hospital,Dug Well,,Unconfined,18,5-Nov-22,2.77
W125205077390001,Karnataka,Bangalore Urban,BANGALORE,BANGALORE,Singasandra,Bore Well,Piezometer,Semi-Confined,73.7,5-Nov-22,4.2
W125210077322001,Karnataka,Bangalore Urban,BANGALORE,BANGALORE,Thalaghattapurapz,Bore Well,Piezometer,Semi-Confined,50,5-Nov-22,3.99
W125600077443001,Karnataka,Bangalore Urban,BANGALORE,BANGALORE,Varathur,Bore Well,Piezometer,Semi-Confined,54,5-Nov-22,23.84
W125342077331101,Karnataka,Bangalore Urban,BANGALORE,BANGALORE,Vasanthpura,Dug Well,,Unconfined,12.9,5-Nov-22,3.55
W164330075040001,Karnataka,Belgaum,ATHNI,ATHNI,Athni,Dug Well,,Unconfined,13.15,5-Nov-22,4.14
W164415075084501,Karnataka,Belgaum,ATHNI,ATHNI,Badchi,Dug Well,,Unconfined,10.25,5-Nov-22,1.86
W163800075003001,Karnataka,Belgaum,ATHNI,ATHNI,Halyal1,Dug Well,,Unconfined,13.89,5-Nov-22,2.79
W165210075163001,Karnataka,Belgaum,ATHNI,ATHNI,Kakmari,Dug Well,,Unconfined,7.75,5-Nov-22,1.82
W164530075140001,Karnataka,Belgaum,ATHNI,ATHNI,Khotanatti,Dug Well,,Unconfined,15.33,5-Nov-22,4.42
W163530074590001,Karnataka,Belgaum,ATHNI,ATHNI,Koligud,Dug Well,,Unconfined,14.96,5-Nov-22,2.58
W165410075071001,Karnataka,Belgaum,ATHNI,ATHNI,Mallabad1,Dug Well,,Unconfined,13.85,5-Nov-22,10.15
W164401074501501,Karnataka,Belgaum,ATHNI,ATHNI,Mangsuli,Dug Well,,Unconfined,12.5,5-Nov-22,0.6
W164500074593001,Karnataka,Belgaum,ATHNI,ATHNI,Mole,Dug Well,,Unconfined,14.85,5-Nov-22,4.04
W164050075073001,Karnataka,Belgaum,ATHNI,ATHNI,Nandagaon1,Dug Well,,Unconfined,15.33,5-Nov-22,3.04
W163830075043001,Karnataka,Belgaum,ATHNI,ATHNI,Radderhatti,Dug Well,,Unconfined,13.7,5-Nov-22,3.89
W155130074314501,Karnataka,Belgaum,BELGAUM,BELGAUM,Belgaum,Bore Well,Piezometer,Semi-Confined,40.65,5-Nov-22,16.11
W155200074300001,Karnataka,Belgaum,BELGAUM,BELGAUM,Belgaum1,Dug Well,,Unconfined,13.6,5-Nov-22,4.01
W155500074390001,Karnataka,Belgaum,BELGAUM,BELGAUM,Changad,Dug Well,,Unconfined,10.19,5-Nov-22,1.99
W154608074333001,Karnataka,Belgaum,BELGAUM,BELGAUM,Halaga,Dug Well,,Unconfined,13,5-Nov-22,2.3
W155200074340001,Karnataka,Belgaum,BELGAUM,BELGAUM,Kudichi,Dug Well,,Unconfined,20,5-Nov-22,1.74
W155341074393501,Karnataka,Belgaum,BELGAUM,BELGAUM,Sulebhavi,Dug Well,,Unconfined,14,5-Nov-22,2.2
W160400074311501,Karnataka,Belgaum,BELGAUM,BELGAUM,Sutagatti,Dug Well,,Unconfined,18.66,5-Nov-22,6.57
W154730074280501,Karnataka,Belgaum,BELGAUM,BELGAUM,Uchagaon,Dug Well,,Unconfined,18.8,5-Nov-22,3.71
W160138074315701,Karnataka,Belgaum,BELGAUM,BELGAUM,Vantamuri,Dug Well,,Unconfined,3.68,5-Nov-22,0.02
W162140074391301,Karnataka,Belgaum,CHIKODI,CHIKODI,Belakud,Dug Well,,Unconfined,13.5,5-Nov-22,4.64
W163200074361501,Karnataka,Belgaum,CHIKODI,CHIKODI,Examba,Dug Well,,Unconfined,13,5-Nov-22,4.5
W162915074281501,Karnataka,Belgaum,CHIKODI,CHIKODI,Galatga,Dug Well,,Unconfined,16,5-Nov-22,8.83
W162040074434001,Karnataka,Belgaum,CHIKODI,CHIKODI,Kabbur,Dug Well,,Unconfined,18,5-Nov-22,4.4
W162415074224501,Karnataka,Belgaum,CHIKODI,CHIKODI,Nippani1,Dug Well,,Unconfined,10,5-Nov-22,4.23
W162830074380001,Karnataka,Belgaum,CHIKODI,CHIKODI,Rupnal,Dug Well,,Unconfined,12.77,5-Nov-22,0.77
W163100074310001,Karnataka,Belgaum,CHIKODI,CHIKODI,Soundalga1,Dug Well,,Unconfined,10.35,5-Nov-22,5.13
W160135074413501,Karnataka,Belgaum,GOKAK,GOKAK,Ankalgi,Bore Well,Piezometer,Semi-Confined,23,5-Nov-22,2.85
W161300074530001,Karnataka,Belgaum,GOKAK,GOKAK,Arabhavi,Dug Well,,Unconfined,10,5-Nov-22,3.99
W160530074554501,Karnataka,Belgaum,GOKAK,GOKAK,Chikkanandi,Bore Well,Piezometer,Semi-Confined,38.2,5-Nov-22,3.07
W160516074553401,Karnataka,Belgaum,GOKAK,GOKAK,CHIKKANANDI,Dug Well,,Unconfined,11,5-Nov-22,3.23
W161057074413201,Karnataka,Belgaum,GOKAK,GOKAK,Ghodageri,Dug Well,,Unconfined,7.85,5-Nov-22,1.16
W161030074503001,Karnataka,Belgaum,GOKAK,GOKAK,Gokak,Bore Well,Piezometer,Semi-Confined,32.1,5-Nov-22,4.59
W160120074494001,Karnataka,Belgaum,GOKAK,GOKAK,Khanagaon,Dug Well,,Unconfined,14.13,5-Nov-22,5.7
W161200075031501,Karnataka,Belgaum,GOKAK,GOKAK,Koujalgi,Bore Well,Piezometer,Semi-Confined,41.25,5-Nov-22,4.7
W160449074410401,Karnataka,Belgaum,GOKAK,GOKAK,Kundargi,Dug Well,,Unconfined,12.88,5-Nov-22,3.73
W160500074570001,Karnataka,Belgaum,GOKAK,GOKAK,Mamadapur,Dug Well,,Unconfined,18.47,5-Nov-22,9.63
W161800074543601,Karnataka,Belgaum,GOKAK,GOKAK,Naganur,Dug Well,,Unconfined,9.77,5-Nov-22,1.3
W160900075040001,Karnataka,Belgaum,GOKAK,GOKAK,Parthanhalli,Dug Well,,Unconfined,9.25,5-Nov-22,1.77
W161230074510001,Karnataka,Belgaum,GOKAK,GOKAK,Sangankeri,Dug Well,,Unconfined,7.5,5-Nov-22,1.05
W161251074473501,Karnataka,Belgaum,GOKAK,GOKAK,Sindhikurbet,Dug Well,,Unconfined,11.1,5-Nov-22,5.56
W160824074412401,Karnataka,Belgaum,HUKERI,HUKERI,Ankala Gudiketra,Dug Well,,Unconfined,6.7,5-Nov-22,1.84
W161000074351501,Karnataka,Belgaum,HUKERI,HUKERI,Badkundri,Bore Well,Piezometer,Semi-Confined,34,5-Nov-22,3.73
W160338074390401,Karnataka,Belgaum,HUKERI,HUKERI,Basapura,Dug Well,,Unconfined,15.3,5-Nov-22,8.98
W161125074351901,Karnataka,Belgaum,HUKERI,HUKERI,Bastwad,Dug Well,,Unconfined,11,5-Nov-22,3.97
W161800074431501,Karnataka,Belgaum,HUKERI,HUKERI,Bellad Bagewadi,Dug Well,,Unconfined,13.84,5-Nov-22,0.49
W161330074410001,Karnataka,Belgaum,HUKERI,HUKERI,Gondwad,Dug Well,,Unconfined,11,5-Nov-22,1.92
W161400074320001,Karnataka,Belgaum,HUKERI,HUKERI,Gotur,Dug Well,,Unconfined,13.16,5-Nov-22,3.63
W160600074415901,Karnataka,Belgaum,HUKERI,HUKERI,Gumachinamardi,Dug Well,,Unconfined,10.06,5-Nov-22,1.37
W161700074370001,Karnataka,Belgaum,HUKERI,HUKERI,Hanjamhatti,Dug Well,,Unconfined,11.2,5-Nov-22,1.08
W160800074300002,Karnataka,Belgaum,HUKERI,HUKERI,Hattargi,Dug Well,,Unconfined,11.69,5-Nov-22,0.63
W160825074390401,Karnataka,Belgaum,HUKERI,HUKERI,Hidkal Dam,Bore Well,Piezometer,Semi-Confined,41,5-Nov-22,2.29
W161330074362001,Karnataka,Belgaum,HUKERI,HUKERI,Hukeri1,Dug Well,,Unconfined,13.92,5-Nov-22,6.9
W161412074360001,Karnataka,Belgaum,HUKERI,HUKERI,Hukkeri,Bore Well,Piezometer,Semi-Confined,35,5-Nov-22,3.13
W161530074393001,Karnataka,Belgaum,HUKERI,HUKERI,Hulloli,Dug Well,,Unconfined,11.91,5-Nov-22,0.4
W160954074370201,Karnataka,Belgaum,HUKERI,HUKERI,Hunuru,Dug Well,,Unconfined,11.41,5-Nov-22,1.62
W160254074343001,Karnataka,Belgaum,HUKERI,HUKERI,Islampura,Dug Well,,Unconfined,14.75,5-Nov-22,5.37
W161242074375201,Karnataka,Belgaum,HUKERI,HUKERI,Madihalli,Dug Well,,Unconfined,6.55,5-Nov-22,2.56
W161530074290001,Karnataka,Belgaum,HUKERI,HUKERI,Sankeshwar,Dug Well,,Unconfined,10.36,5-Nov-22,3.11
W161930074360001,Karnataka,Belgaum,HUKERI,HUKERI,Yadgud,Dug Well,,Unconfined,21.86,5-Nov-22,4.1
W161609074345101,Karnataka,Belgaum,HUKERI,HUKERI,Yeli Munoli,Dug Well,,Unconfined,10.42,5-Nov-22,1.26
W153210074292501,Karnataka,Belgaum,KHANAPUR,KHANAPUR,Gunji,Dug Well,,Unconfined,5.26,5-Nov-22,0.74
W153330074383001,Karnataka,Belgaum,KHANAPUR,KHANAPUR,Khanapur,Bore Well,Piezometer,Semi-Confined,35,5-Nov-22,7.77
W154000074300001,Karnataka,Belgaum,KHANAPUR,KHANAPUR,Khanapur1,Dug Well,,Unconfined,13.14,5-Nov-22,7.64
W152700074300001,Karnataka,Belgaum,KHANAPUR,KHANAPUR,Londa1,Dug Well,,Unconfined,15.5,5-Nov-22,8.84
W153430074343002,Karnataka,Belgaum,KHANAPUR,KHANAPUR,Nandgad,Dug Well,,Unconfined,12.29,5-Nov-22,5.34
W160303075111601,Karnataka,Belgaum,KHANAPUR,KHANAPUR,Watre,Dug Well,,Unconfined,13.75,5-Nov-22,7.9
W155015074550501,Karnataka,Belgaum,PARASGAD,PARASGAD,Bailhongal,Dug Well,,Unconfined,9.66,5-Nov-22,0.81
W154520075063501,Karnataka,Belgaum,PARASGAD,PARASGAD,Bailhongal pz,Bore Well,Piezometer,Semi-Confined,40.65,5-Nov-22,4.02
W155450074550001,Karnataka,Belgaum,PARASGAD,PARASGAD,Hallakki,Dug Well,,Unconfined,17,5-Nov-22,0.82
W155100075070002,Karnataka,Belgaum,PARASGAD,PARASGAD,Munavalli,Dug Well,,Unconfined,10.8,5-Nov-22,2.99
W155400074550001,Karnataka,Belgaum,PARASGAD,PARASGAD,Murgod,Dug Well,,Unconfined,12.19,5-Nov-22,1.45
W154520075150501,Karnataka,Belgaum,PARASGAD,PARASGAD,Saundatti,Dug Well,,Unconfined,18.84,5-Nov-22,1.27
W155930075030001,Karnataka,Belgaum,PARASGAD,PARASGAD,Sopadla,Dug Well,,Unconfined,18.36,5-Nov-22,0.16
W160059074595201,Karnataka,Belgaum,PARASGAD,PARASGAD,Yaraganavi,Dug Well,,Unconfined,14.87,5-Nov-22,4.2
W160043075114901,Karnataka,Belgaum,RAMDURG,RAMDURG,Godachi,Dug Well,,Unconfined,8.11,5-Nov-22,2.96
W155600075181001,Karnataka,Belgaum,RAMDURG,RAMDURG,Ramdurg,Bore Well,Piezometer,Semi-Confined,28.45,5-Nov-22,6.57
W155300075210001,Karnataka,Belgaum,RAMDURG,RAMDURG,Ramdurg1,Dug Well,,Unconfined,16,5-Nov-22,8.62
W160530075140002,Karnataka,Belgaum,RAMDURG,RAMDURG,Salahalli,Dug Well,,Unconfined,11,5-Nov-22,0.75
W163830074530001,Karnataka,Belgaum,RAYBAG,RAYBAG,Ainapur,Dug Well,,Unconfined,14.64,5-Nov-22,3.8
W162530074502002,Karnataka,Belgaum,RAYBAG,RAYBAG,Bekud,Dug Well,,Unconfined,11.25,5-Nov-22,1.34
W161700074361501,Karnataka,Belgaum,RAYBAG,RAYBAG,Chincholi,Dug Well,,Unconfined,18,5-Nov-22,9.98
W163745074510001,Karnataka,Belgaum,RAYBAG,RAYBAG,Kudichi pz,Bore Well,Piezometer,Semi-Confined,35.15,5-Nov-22,1.66
W163600074560001,Karnataka,Belgaum,RAYBAG,RAYBAG,Kuduchi,Dug Well,,Unconfined,15.53,5-Nov-22,4.46
W163200074423001,Karnataka,Belgaum,RAYBAG,RAYBAG,Nasalapur,Dug Well,,Unconfined,13,5-Nov-22,3.33
W163000074460001,Karnataka,Belgaum,RAYBAG,RAYBAG,Rayabag1,Dug Well,,Unconfined,10.8,5-Nov-22,3.82
W162600074473001,Karnataka,Belgaum,RAYBAG,RAYBAG,Yebaratti,Dug Well,,Unconfined,17,5-Nov-22,4.15
W163100074460001,Karnataka,Belgaum,RAYBAG,RAYBAG,Yedrav,Dug Well,,Unconfined,13.5,5-Nov-22,2.35
W155015074384501,Karnataka,Belgaum,SAMPGAON,SAMPGAON,Hire bagewadi,Dug Well,,Unconfined,16.5,5-Nov-22,1.79
W153300074470001,Karnataka,Belgaum,SAMPGAON,SAMPGAON,Kittur1,Dug Well,,Unconfined,3.8,5-Nov-22,0.56
W155430074463001,Karnataka,Belgaum,SAMPGAON,SAMPGAON,Nesaragi1,Dug Well,,Unconfined,13.71,5-Nov-22,2.62
W155230074423001,Karnataka,Belgaum,SAMPGAON,SAMPGAON,Sutagatti1,Dug Well,,Unconfined,17.5,5-Nov-22,4.17
W150949076513301,Karnataka,Bellary,BELLARY,BELLARY,Allipuram,Dug Well,,Unconfined,11.3,5-Nov-22,0.89
W150949076513302,Karnataka,Bellary,BELLARY,BELLARY,Allipuram1,Dug Well,,Unconfined,12.95,5-Nov-22,1.09
W152100076545001,Karnataka,Bellary,BELLARY,BELLARY,Bailuru,Dug Well,,Unconfined,7.6,5-Nov-22,1.34
W150820077010001,Karnataka,Bellary,BELLARY,BELLARY,Chikkjogihalli,Bore Well,Piezometer,Semi-Confined,90,5-Nov-22,22.64
W152400076420001,Karnataka,Bellary,BELLARY,BELLARY,Emmiganur,Dug Well,,Unconfined,8.8,5-Nov-22,3.6
W150700077081501,Karnataka,Bellary,BELLARY,BELLARY,Gudekote1,Dug Well,,Unconfined,13.1,5-Nov-22,1.53
W150800077030001,Karnataka,Bellary,BELLARY,BELLARY,Paramadevanahalli1,Dug Well,,Unconfined,6.85,5-Nov-22,5.79
W151200076560001,Karnataka,Bellary,BELLARY,BELLARY,Sidaragadda,Dug Well,,Unconfined,54,5-Nov-22,3.3
W152130076544501,Karnataka,Bellary,BELLARY,BELLARY,Sindegeri,Dug Well,,Unconfined,12.6,5-Nov-22,3.2
W145822075575501,Karnataka,Bellary,HADAGALLI,HADAGALLI,Dasarahally Tanda,Dug Well,,Unconfined,14.5,5-Nov-22,1.14
W145630075513001,Karnataka,Bellary,HADAGALLI,HADAGALLI,Hagaranur,Dug Well,,Unconfined,14.5,5-Nov-22,2.73
W145530075503001,Karnataka,Bellary,HADAGALLI,HADAGALLI,Hirehadagalli,Bore Well,Piezometer,Semi-Confined,60,5-Nov-22,4.32
W145630076053001,Karnataka,Bellary,HADAGALLI,HADAGALLI,Ittigi,Bore Well,Piezometer,Semi-Confined,90,5-Nov-22,24.26
W145900075480001,Karnataka,Bellary,HADAGALLI,HADAGALLI,Magala,Dug Well,,Unconfined,12,5-Nov-22,1.21
W145912076121801,Karnataka,Bellary,HADAGALLI,HADAGALLI,Uthangi,Dug Well,,Unconfined,20,5-Nov-22,2.41
W150630076030001,Karnataka,Bellary,HAGARIBOMM,HAGARIBOMM,Hampasagara,Bore Well,Piezometer,Semi-Confined,90,5-Nov-22,2.07
W151032076221602,Karnataka,Bellary,HOSPET,HOSPET,Danapura,Dug Well,,Unconfined,9.5,5-Nov-22,1.3
W151716076232401,Karnataka,Bellary,HOSPET,HOSPET,Gadiganur,Bore Well,Piezometer,Semi-Confined,35.1,5-Nov-22,4.57
W152010076274001,Karnataka,Bellary,HOSPET,HOSPET,Hampi-A,Dug Well,,Unconfined,5.7,5-Nov-22,2.32
W151830076290001,Karnataka,Bellary,HOSPET,HOSPET,Kamalapuram,Bore Well,Piezometer,Semi-Confined,31,5-Nov-22,2.3
W151800076283001,Karnataka,Bellary,HOSPET,HOSPET,Kamalapuram1,Dug Well,,Unconfined,4.75,5-Nov-22,2.03
W151000076220001,Karnataka,Bellary,HOSPET,HOSPET,Mariyammanahalli1,Dug Well,,Unconfined,14.05,5-Nov-22,2.25
W150605076100101,Karnataka,Bellary,HOSPET,HOSPET,Muddapura,Dug Well,,Unconfined,8.5,5-Nov-22,1.7
W152241076343301,Karnataka,Bellary,HOSPET,HOSPET,Ramsagara,Dug Well,,Unconfined,9.15,5-Nov-22,1.85
W151951076305901,Karnataka,Bellary,HOSPET,HOSPET,Venkatapura,Dug Well,,Unconfined,9.35,5-Nov-22,3.6
W144626076353801,Karnataka,Bellary,KUDLIGI,KUDLIGI,Gandabommanahalli,Dug Well,,Unconfined,16.5,5-Nov-22,4.15
W145822076264501,Karnataka,Bellary,KUDLIGI,KUDLIGI,Jogi Kallu,Dug Well,,Unconfined,9.4,5-Nov-22,2.45
W145158076264901,Karnataka,Bellary,KUDLIGI,KUDLIGI,Kakkuppi,Dug Well,,Unconfined,11.55,5-Nov-22,5.5
W145040076312001,Karnataka,Bellary,KUDLIGI,KUDLIGI,Nagarhunse,Dug Well,,Unconfined,10.23,5-Nov-22,2.7
W145406076240101,Karnataka,Bellary,KUDLIGI,KUDLIGI,Ujjini,Bore Well,Piezometer,Semi-Confined,44.3,5-Nov-22,26.09
W150515076330002,Karnataka,Bellary,SANDUR,SANDUR,Sandur (A),Dug Well,,Unconfined,10,5-Nov-22,2.75
W151145076403001,Karnataka,Bellary,SANDUR,SANDUR,Toranagal,Dug Well,,Unconfined,8.15,5-Nov-22,2.38
W150200076290001,Karnataka,Bellary,SANDUR,SANDUR,Yeswanthanagar,Dug Well,,Unconfined,12.5,5-Nov-22,3.12
W152230076502501,Karnataka,Bellary,SIRUGUPPA,SIRUGUPPA,Ganikallu,Dug Well,,Unconfined,8.6,5-Nov-22,2.8
W152600076503001,Karnataka,Bellary,SIRUGUPPA,SIRUGUPPA,Sirigeri,Bore Well,Piezometer,Semi-Confined,30,5-Nov-22,0.64
W152630076503001,Karnataka,Bellary,SIRUGUPPA,SIRUGUPPA,Sirigeri1,Dug Well,,Unconfined,10.4,5-Nov-22,0.65
W153045076523002,Karnataka,Bellary,SIRUGUPPA,SIRUGUPPA,Tekkalakote A,Dug Well,,Unconfined,8.7,5-Nov-22,1.4
W181500077270002,Karnataka,Bidar,AURAD,AURAD,Aurad1,Dug Well,,Unconfined,8.1,5-Nov-22,1.15
W181241077253001,Karnataka,Bidar,AURAD,AURAD,Borala,Dug Well,,Unconfined,5.3,5-Nov-22,2.13
W180152077022501,Karnataka,Bidar,AURAD,AURAD,Borgi,Dug Well,,Unconfined,6.96,5-Nov-22,1.89
W181730077150201,Karnataka,Bidar,AURAD,AURAD,Donegaon,Dug Well,,Unconfined,6.2,5-Nov-22,2.25
W181530077153001,Karnataka,Bidar,AURAD,AURAD,Dongargaon,Dug Well,,Unconfined,12.25,5-Nov-22,2.25
W181650077222001,Karnataka,Bidar,AURAD,AURAD,Ekamba,Dug Well,,Unconfined,7,5-Nov-22,1.2
W181500077120001,Karnataka,Bidar,AURAD,AURAD,Kamalnagar,Dug Well,,Unconfined,13,5-Nov-22,1.4
W181423077220701,Karnataka,Bidar,AURAD,AURAD,Kandikheri,Dug Well,,Unconfined,6.48,5-Nov-22,2.83
W180922077290901,Karnataka,Bidar,AURAD,AURAD,Nagur,Dug Well,,Unconfined,8.1,5-Nov-22,2.55
W181815077251001,Karnataka,Bidar,AURAD,AURAD,Santepur,Dug Well,,Unconfined,8.8,5-Nov-22,1.38
W180720077310501,Karnataka,Bidar,AURAD,AURAD,Wadegaon,Dug Well,,Unconfined,9,5-Nov-22,3.55
W175400076550001,Karnataka,Bidar,BASAVAKALYA,BASAVAKALYA,Basavakalyan,Bore Well,Piezometer,Semi-Confined,76,5-Nov-22,15.44
W174644077010201,Karnataka,Bidar,BASAVAKALYA,BASAVAKALYA,Islampur,Dug Well,,Unconfined,20.2,5-Nov-22,8.1
W175000076520001,Karnataka,Bidar,BASAVAKALYA,BASAVAKALYA,Matala,Dug Well,,Unconfined,19.5,5-Nov-22,5.97
W174400076553002,Karnataka,Bidar,BASAVAKALYA,BASAVAKALYA,Mudbi1,Dug Well,,Unconfined,7.2,5-Nov-22,1.54
W174830077030001,Karnataka,Bidar,BASAVAKALYA,BASAVAKALYA,Rajeshwar,Dug Well,,Unconfined,19.71,5-Nov-22,3.1
W174713076555801,Karnataka,Bidar,BASAVAKALYA,BASAVAKALYA,Soldapka,Dug Well,,Unconfined,10,5-Nov-22,2.37
W174714076555901,Karnataka,Bidar,BASAVAKALYA,BASAVAKALYA,Yarandagi,Dug Well,,Unconfined,12,5-Nov-22,8.2
W180600077170001,Karnataka,Bidar,BHALKI,BHALKI,Bhalki,Bore Well,Piezometer,Semi-Confined,98.6,5-Nov-22,16.9
W180600077170002,Karnataka,Bidar,BHALKI,BHALKI,Bhalki1,Dug Well,,Unconfined,16.27,5-Nov-22,6.92
W180400077090001,Karnataka,Bidar,BHALKI,BHALKI,Bhatambra,Dug Well,,Unconfined,15.5,5-Nov-22,4.24
W175930077193002,Karnataka,Bidar,BHALKI,BHALKI,Halburga1,Dug Well,,Unconfined,9.5,5-Nov-22,2.14
W180400077100001,Karnataka,Bidar,BHALKI,BHALKI,Helsi,Dug Well,,Unconfined,7.55,5-Nov-22,1.5
W180507077053601,Karnataka,Bidar,BHALKI,BHALKI,Saigaon,Dug Well,,Unconfined,6.4,5-Nov-22,2.12
W175425077251001,Karnataka,Bidar,BIDAR,BIDAR,Andur,Dug Well,,Unconfined,22,5-Nov-22,5.45
W175000077200001,Karnataka,Bidar,BIDAR,BIDAR,Bagdel1,Dug Well,,Unconfined,16.5,5-Nov-22,3.98
W175330077194501,Karnataka,Bidar,BIDAR,BIDAR,Balehalli,Dug Well,,Unconfined,13.2,5-Nov-22,3.7
W175448077312502,Karnataka,Bidar,BIDAR,BIDAR,Bidar1,Dug Well,,Unconfined,26,5-Nov-22,4.98
W175606077305101,Karnataka,Bidar,BIDAR,BIDAR,Chickpet A,Dug Well,,Unconfined,6.47,5-Nov-22,1.39
W180000077284701,Karnataka,Bidar,BIDAR,BIDAR,Janawada A,Dug Well,,Unconfined,13,5-Nov-22,5.3
W175200077250001,Karnataka,Bidar,BIDAR,BIDAR,Kamthana,Dug Well,,Unconfined,18.63,5-Nov-22,8
W175205077221501,Karnataka,Bidar,BIDAR,BIDAR,Khanapur2,Dug Well,,Unconfined,18.81,5-Nov-22,10.45
W181419077121102,Karnataka,Bidar,HOMNABAD,HOMNABAD,Basarapur,Dug Well,,Unconfined,15.98,5-Nov-22,9.83
W175310077054001,Karnataka,Bidar,HOMNABAD,HOMNABAD,Ghatboral,Dug Well,,Unconfined,25.48,5-Nov-22,2.02
W175045077155501,Karnataka,Bidar,HOMNABAD,HOMNABAD,Hallikhed A,Dug Well,,Unconfined,21.9,5-Nov-22,7.15
W175045077154502,Karnataka,Bidar,HOMNABAD,HOMNABAD,Hallikhed1,Dug Well,,Unconfined,23,5-Nov-22,7.15
W175240077240801,Karnataka,Bidar,HOMNABAD,HOMNABAD,Handikera Wadi,Dug Well,,Unconfined,20.94,5-Nov-22,3.49
W174624077075301,Karnataka,Bidar,HOMNABAD,HOMNABAD,Homnabad,Bore Well,Piezometer,Semi-Confined,46.75,5-Nov-22,14.6
W174326077222901,Karnataka,Bidar,HOMNABAD,HOMNABAD,Menekhalli,Dug Well,,Unconfined,17.15,5-Nov-22,2.41
W174200077190001,Karnataka,Bidar,HOMNABAD,HOMNABAD,Nirna,Dug Well,,Unconfined,16.58,5-Nov-22,2.95
W175100077032401,Karnataka,Bidar,HOMNABAD,HOMNABAD,Rajola,Dug Well,,Unconfined,15.5,5-Nov-22,8.82
W181419077121101,Karnataka,Bidar,HOMNABAD,HOMNABAD,Rampur,Dug Well,,Unconfined,15.98,5-Nov-22,1.58
