SITE_ID,STATE_NAME,DISTRICT_NAME,TAHSIL_NAME,BLOCK_NAME,SITE_NAME,SITE_TYPE,SITE_SUB_TYPE,AQUIFER_TYPE,DEPTH,WLS_DATE,WLS_WTR_LEVE
W131351092571902,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,DIGLIPUR,DIGLIPUR,Durgapur,Dug Well,,Unconfined,3.57,30-Nov-22,0.53
W131537093004901,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,DIGLIPUR,DIGLIPUR,Keralapuram,Dug Well,,Unconfined,8,30-Nov-22,0.45
W130955092525301,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,DIGLIPUR,DIGLIPUR,Kishorinagar,Dug Well,,Unconfined,5,30-Nov-22,1.6
W131708093001101,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,DIGLIPUR,DIGLIPUR,Laxmipur,Dug Well,,Unconfined,4.92,30-Nov-22,0.2
W131850092563301,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,DIGLIPUR,DIGLIPUR,Milangram,Dug Well,,Unconfined,8,30-Nov-22,0.6
W131024092555501,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,DIGLIPUR,DIGLIPUR,Nabagram,Dug Well,,Unconfined,4.5,30-Nov-22,0.52
W131351092571901,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,DIGLIPUR,DIGLIPUR,Sitanagar NMA,Dug Well,,Unconfined,10,30-Nov-22,0.42
W131427092592601,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,DIGLIPUR,DIGLIPUR,Subhasgram,Dug Well,,Unconfined,10,30-Nov-22,0.33
W123014092513301,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Bakultala,Dug Well,,Unconfined,10,30-Nov-22,0.99
W124345092530501,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Basantipur,Dug Well,,Not Available,5.6,30-Nov-22,0.41
W123720092522201,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Betapur,Dug Well,,Unconfined,10,30-Nov-22,0.8
W125856092504401,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Haribeck,Dug Well,,Unconfined,4.93,30-Nov-22,0.62
W124157092525401,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Joypur,Dug Well,,Unconfined,7,30-Nov-22,0.75
W125604092513601,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Mohanpur,Dug Well,,Unconfined,5.6,30-Nov-22,0.33
W123129092581301,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Nimbutala,Dug Well,,Unconfined,10,30-Nov-22,0.84
W123030092573801,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Padmanavapuram,Dug Well,,Unconfined,10,30-Nov-22,2.27
W125022092511201,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Pahalgaon,Dug Well,,Unconfined,6.6,30-Nov-22,1.95
W123124092542401,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Parnshala,Dug Well,,Unconfined,5.5,30-Nov-22,0.27
W123020092544201,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Rangat,Dug Well,,Unconfined,10,30-Nov-22,0.62
W124940092512801,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Rest Camp,Dug Well,,Unconfined,10,30-Nov-22,0.23
W123652092555501,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Swadeshnagar,Dug Well,,Unconfined,5.49,30-Nov-22,0.99
W125023092511401,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Tugapur no 8,Dug Well,,Unconfined,5.3,30-Nov-22,0.17
W125201092521901,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,MAYABUNDER,MAYABUNDER,Webi Debipur,Dug Well,,Unconfined,7.4,30-Nov-22,0.2
W121001092455601,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,RONGET,RONGET,Baratang (Nilambur),Dug Well,,Unconfined,6.6,30-Nov-22,0.39
W122041092464401,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,RONGET,RONGET,Kadamtala,Dug Well,,Unconfined,4.11,30-Nov-22,0.34
W122343092465601,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,RONGET,RONGET,Kausalyanagar,Dug Well,,Unconfined,10,30-Nov-22,0.06
W122205092551201,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,RONGET,RONGET,Long Island,Dug Well,,Unconfined,3.85,30-Nov-22,0.4
W122200092552201,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,RONGET,RONGET,Long Island (Forest,Dug Well,,Unconfined,10,30-Nov-22,1.46
W122158092551301,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,RONGET,RONGET,Long Island Sec School,Dug Well,,Unconfined,3.87,30-Nov-22,1.2
W122440092454401,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,RONGET,RONGET,Phooltala Basti,Dug Well,,Unconfined,6,30-Nov-22,0.65
W122009092455601,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,RONGET,RONGET,Porlobjig-15,Dug Well,,Unconfined,5.77,30-Nov-22,1.96
W121113092473001,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,RONGET,RONGET,South Creek,Dug Well,,Unconfined,6.9,30-Nov-22,0.75
W122724092462501,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,RONGET,RONGET,Tikadera,Dug Well,,Unconfined,7.5,30-Nov-22,2.27
W121858092472001,Andaman and Nicobar,NORTH_MIDDLE_ANDAMAN,RONGET,RONGET,Uttara,Dug Well,,Unconfined,4.1,30-Nov-22,0.29
W114231092390001,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Annikat,Dug Well,,Unconfined,3.59,30-Nov-22,1.5
W114220092425701,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Bambooflat,Dug Well,,Unconfined,10,30-Nov-22,0.45
W114320092393901,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Bindraban,Dug Well,,Unconfined,4.98,30-Nov-22,1.16
W114012092415801,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Dandas Point,Dug Well,,Unconfined,10,30-Nov-22,4.45
W114302092391001,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Ferrarganj,Dug Well,,Unconfined,5.16,30-Nov-22,0.34
W114153092433801,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Hope Town Marmon,Dug Well,,Unconfined,4.31,30-Nov-22,1.49
W114358092423201,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Knoppuram,Dug Well,,Unconfined,5.11,30-Nov-22,0.07
W114602092422101,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Mannar Ghat,Dug Well,,Unconfined,5.02,30-Nov-22,1.51
W114730092363001,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Mile Tilak,Dug Well,,Unconfined,10,30-Nov-22,1
W114011092403601,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Mithakhari,Dug Well,,Unconfined,3.29,30-Nov-22,1.06
W114317092435901,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Mount Harriyat,Dug Well,,Unconfined,10,30-Nov-22,3.9
W114016092415501,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Namunagar,Dug Well,,Unconfined,6,30-Nov-22,0.31
W113955092391801,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,FERRARGUNJ,Ograbraj,Dug Well,,Unconfined,10,30-Nov-22,0.36
W113839092392201,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Port Mout,Dug Well,,Unconfined,4.9,30-Nov-22,1.12
W114348092404801,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Saitankhari,Dug Well,,Unconfined,10,30-Nov-22,1
W115048092440901,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Shoal Bay 12 No,Dug Well,,Unconfined,4.35,30-Nov-22,0.13
W114844092430301,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Shoal Bay 8 No,Dug Well,,Unconfined,3.52,30-Nov-22,0.57
W114325092424601,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Stuwartganj,Dug Well,,Unconfined,3.83,30-Nov-22,0.31
W114327092364901,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Tirur,Dug Well,,Unconfined,2.57,30-Nov-22,1.09
W114056092381101,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Tushnabad,Dug Well,,Unconfined,5.28,30-Nov-22,0.45
W114421092422801,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Wimberleyganj,Dug Well,,Unconfined,10,30-Nov-22,0.7
W114653092423401,Andaman and Nicobar,SOUTH ANDAMAN,FERRARGUNJ,FERRARGUNJ,Wrightmyo,Dug Well,,Unconfined,4.8,30-Nov-22,2.49
W113729092434901,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Austinabad Port Blair,Dug Well,,Unconfined,10,30-Nov-22,0.53
W113213092432201,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Beadnabad Tubewell,Dug Well,,Unconfined,10,30-Nov-22,2.16
W114949093011201,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Bharatpur I,Dug Well,,Unconfined,6,30-Nov-22,0.3
W114930093011201,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Bharatpur II,Dug Well,,Unconfined,3.9,30-Nov-22,2.18
W113640092443301,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Brichganj,Dug Well,,Unconfined,10,30-Nov-22,1.35
W113808092440701,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Brookshabad,Dug Well,,Unconfined,10,30-Nov-22,0.7
W113137092432201,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Burmanala,Dug Well,,Unconfined,10,30-Nov-22,1.05
W113227092433001,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Calicut,Dug Well,,Unconfined,10,30-Nov-22,1.5
W113752092400201,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Chauldari,Dug Well,,Unconfined,3.39,30-Nov-22,1.23
W113034092420801,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Chidiyatapur,Dug Well,,Unconfined,10,30-Nov-22,2.05
W113838092444401,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Corbyns cove port blair,Dug Well,,Unconfined,10,30-Nov-22,0.52
W113646092400201,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Dhannikhari,Dug Well,,Unconfined,3.41,30-Nov-22,2.29
W120133093000501,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Dolphine Yatri Nivas,Dug Well,,Unconfined,3.87,30-Nov-22,0.89
W113705092423801,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Garachamra,Dug Well,,Unconfined,10,30-Nov-22,0.73
W120011092590901,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Govindnagar Vill No I,Dug Well,,Unconfined,4.07,30-Nov-22,0.92
W115909092591601,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Govindnagar Vill No Iii,Dug Well,,Unconfined,6.41,30-Nov-22,0.45
W113427092395101,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Gupta Para,Dug Well,,Unconfined,10,30-Nov-22,2.13
W114004092432701,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Haddo,Dug Well,,Unconfined,3.71,30-Nov-22,0.87
W113542092384301,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Hasunatabad,Dug Well,,Unconfined,10,30-Nov-22,0.43
W120159092585201,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Havelock Island Jetty,Dug Well,,Unconfined,7.4,30-Nov-22,1.6
W115830093002101,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Kalpathar,Dug Well,,Unconfined,8,30-Nov-22,0.6
W113126092431802,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Kodiaghat,Dug Well,,Unconfined,4.37,30-Nov-22,1.1
W120001092583401,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Krishnanagar,Dug Well,,Unconfined,6.4,30-Nov-22,0.05
W113833092433601,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Lamba Line,Dug Well,,Unconfined,4.47,30-Nov-22,0.36
W114955093010201,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Laxmanpur,Dug Well,,Unconfined,4.37,30-Nov-22,0.25
W114004092441501,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Light House,Dug Well,,Unconfined,4.74,30-Nov-22,0.75
W113551092375801,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Mamyo,Dug Well,,Unconfined,4.27,30-Nov-22,1.91
W113418092393701,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Manglutan,Dug Well,,Unconfined,4.7,30-Nov-22,0.69
W113200092391001,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Manjeri,Dug Well,,Unconfined,5.31,30-Nov-22,1.2
W113938092443601,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Marina Park,Dug Well,,Unconfined,3.3,30-Nov-22,0.94
W114958093014401,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Nell Kendra,Dug Well,,Unconfined,9.2,30-Nov-22,3.85
W113415092414701,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,New Bilinton,Dug Well,,Unconfined,3.98,30-Nov-22,1.85
W114953093010801,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Pearl Park Resort,Dug Well,,Unconfined,8.6,30-Nov-22,0.49
W114012092443301,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Port Blair,Dug Well,,Unconfined,10,30-Nov-22,0.43
W114016092440601,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Port Blair Dobhi Well,Dug Well,,Unconfined,3.85,30-Nov-22,1.19
W115913092571701,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Radhanagar,Dug Well,,Unconfined,4.78,30-Nov-22,1.22
W114909093023001,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Ramnagar,Dug Well,,Unconfined,7.8,30-Nov-22,0.65
W113231092433101,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Rangchanag,Dug Well,,Unconfined,5.33,30-Nov-22,0.13
W113947092444601,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Ross Island,Dug Well,,Unconfined,6,30-Nov-22,2.05
W113932092445101,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Shadipur Port Blair,Dug Well,,Unconfined,10,30-Nov-22,1.4
W113616092411001,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Sippighat,Dug Well,,Unconfined,10,30-Nov-22,0.85
W113617092421201,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Teylarabad,Dug Well,,Unconfined,4.81,30-Nov-22,1.19
W120017093001701,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Vijaynagar,Dug Well,,Unconfined,6.2,30-Nov-22,1
W113552092372301,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Wandur,Dug Well,,Unconfined,3.91,30-Nov-22,0.35
W134907077012501,Andhra Pradesh,ANANTAPUR,AGALI,AGALI,Madhudi-Pz,Bore Well,Piezometer,Confined,200,1-Nov-22,13.23
W135313078012302,Andhra Pradesh,ANANTAPUR,AMADAGUR,AMADAGUR,Amadguru-Ew,Bore Well,Exploratory,Not Available,200,1-Nov-22,2.52
W135815078003301,Andhra Pradesh,ANANTAPUR,AMADAGUR,AMADAGUR,Mohmmadabad-Ew,Bore Well,Exploratory,Not Available,200,1-Nov-22,15.24
W140249077024001,Andhra Pradesh,ANANTAPUR,AMARAPURAM,AMARAPURAM,Aladahalli-Pz,Bore Well,Piezometer,Confined,200,1-Nov-22,1.97
W140735076584001,Andhra Pradesh,ANANTAPUR,AMARAPURAM,AMARAPURAM,Amarapuram-PZ,Bore Well,Piezometer,Semi-Confined,40,1-Nov-22,5.5
W135900077460002,Andhra Pradesh,ANANTAPUR,AMARAPURAM,AMARAPURAM,Gorantla-PZ,Bore Well,Piezometer,Semi-Confined,48.7,1-Nov-22,14.15
W135822077435301,Andhra Pradesh,ANANTAPUR,AMARAPURAM,AMARAPURAM,Palasamudram,Dug Well,,Unconfined,7.62,1-Nov-22,0.32
W140825076541601,Andhra Pradesh,ANANTAPUR,AMARAPURAM,AMARAPURAM,Valasa Agraharam-Pz,Bore Well,Piezometer,Confined,200,1-Nov-22,5.4
W143942077295601,Andhra Pradesh,ANANTAPUR,ANANTAPUR,ANANTAPUR,Kamaripalli-NQM,Bore Well,Piezometer,Not Available,200,1-Nov-22,3.46
W143942077295602,Andhra Pradesh,ANANTAPUR,ANANTAPUR,ANANTAPUR,Kammaripalli-Ew,Bore Well,Exploratory,Not Available,200,1-Nov-22,3.68
W143337077412701,Andhra Pradesh,ANANTAPUR,ANANTAPUR,ANANTAPUR,Mannila-Ew,Bore Well,Exploratory,Not Available,200,1-Nov-22,0.42
W143845077215602,Andhra Pradesh,ANANTAPUR,ATMAKUR,ATMAKUR,Atmakur-Ew,Bore Well,Exploratory,Not Available,200,1-Nov-22,0.25
W143845077215601,Andhra Pradesh,ANANTAPUR,ATMAKUR,ATMAKUR,Atmakur-NQM,Bore Well,Piezometer,Not Available,200,1-Nov-22,0.03
W143840077213001,Andhra Pradesh,ANANTAPUR,ATMAKUR,ATMAKUR,Atmakur-PZ,Bore Well,Piezometer,Unconfined,48.7,1-Nov-22,2.8
W143626077282001,Andhra Pradesh,ANANTAPUR,ATMAKUR,ATMAKUR,Sanapa-Ow,Bore Well,Exploratory,Not Available,200,1-Nov-22,0.81
W144018077273001,Andhra Pradesh,ANANTAPUR,ATMAKUR,ATMAKUR,Waddipalli,Dug Well,,Unconfined,12,1-Nov-22,0.28
W142826077475101,Andhra Pradesh,ANANTAPUR,BATTALAPALLE,BATTALAPALLE,Apparaju Cheruvu-Ew,Bore Well,Exploratory,Not Available,200,1-Nov-22,7.29
W142826077475102,Andhra Pradesh,ANANTAPUR,BATTALAPALLE,BATTALAPALLE,Apparaju Cheruvu-Ow,Bore Well,Exploratory,Not Available,200,1-Nov-22,3.7
W143250077435801,Andhra Pradesh,ANANTAPUR,BATTALAPALLE,BATTALAPALLE,Sanjivapuram-NQM,Bore Well,Piezometer,Not Available,200,1-Nov-22,0.31
W144226077074701,Andhra Pradesh,ANANTAPUR,BELUGUPPA,BELUGUPPA,Belluguppa-Ew,Bore Well,Exploratory,Not Available,200,1-Nov-22,3.82
W144323077152302,Andhra Pradesh,ANANTAPUR,BELUGUPPA,BELUGUPPA,Ramasagram-Ew,Bore Well,Exploratory,Not Available,200,1-Nov-22,4.86
W144323077152303,Andhra Pradesh,ANANTAPUR,BELUGUPPA,BELUGUPPA,Ramasagram-Ewll,Bore Well,Exploratory,Not Available,200,1-Nov-22,4.59
W144323077152301,Andhra Pradesh,ANANTAPUR,BELUGUPPA,BELUGUPPA,Ramasagram-Ow,Bore Well,Exploratory,Not Available,200,1-Nov-22,4.92
W143829077074401,Andhra Pradesh,ANANTAPUR,BELUGUPPA,BELUGUPPA,Viruppalli-NQM,Bore Well,Piezometer,Not Available,200,1-Nov-22,8.28
W141342077584502,Andhra Pradesh,ANANTAPUR,BUKKAPATNA,BUKKAPATNA,Nayanivaripalli-Ew,Bore Well,Exploratory,Not Available,200,1-Nov-22,8.98
W141342077584501,Andhra Pradesh,ANANTAPUR,BUKKAPATNA,BUKKAPATNA,Nayanivaripalli-NQM,Bore Well,Piezometer,Not Available,200,1-Nov-22,8.98
W144512077424801,Andhra Pradesh,ANANTAPUR,BUKKARAYASA,BUKKARAYASA,Korrapadu,Dug Well,,Unconfined,9.06,1-Nov-22,0.85
W144558077372502,Andhra Pradesh,ANANTAPUR,BUKKARAYASA,BUKKARAYASA,Regaddikottur-Ow,Bore Well,Exploratory,Not Available,30,1-Nov-22,2.02
W144558077372501,Andhra Pradesh,ANANTAPUR,BUKKARAYASA,BUKKARAYASA,Regaddikotturu-Ew,Bore Well,Exploratory,Not Available,30,1-Nov-22,2.07
W144130077393001,Andhra Pradesh,ANANTAPUR,BUKKARAYASA,BUKKARAYASA,Rekulakunta-PZ,Bore Well,Piezometer,Semi-Confined,33.1,1-Nov-22,2.3
W141616077372001,Andhra Pradesh,ANANTAPUR,CHENNAKOTH,CHENNAKOTH,Chenna Kothapalli-PZ,Bore Well,Piezometer,Unconfined,26.9,1-Nov-22,2.43
W141612077373501,Andhra Pradesh,ANANTAPUR,CHENNAKOTH,CHENNAKOTH,Chennakothapalle-OW,Bore Well,Exploratory,Not Available,200,1-Nov-22,3.16
W135500077430002,Andhra Pradesh,ANANTAPUR,CHILAMATHUR,CHILAMATHUR,Tumukunta(bh),Bore Well,Piezometer,Semi-Confined,200,1-Nov-22,0.38
W142442077431201,Andhra Pradesh,ANANTAPUR,DHARMAVARA,DHARMAVARA,Dharmavaram,Dug Well,,Unconfined,9.61,1-Nov-22,1.76
W142310077423801,Andhra Pradesh,ANANTAPUR,DHARMAVARA,DHARMAVARA,Dharmavaram-Ewl,Bore Well,Exploratory,Not Available,30,1-Nov-22,2.13
W142310077423802,Andhra Pradesh,ANANTAPUR,DHARMAVARA,DHARMAVARA,Dharmavaram-Ewll,Bore Well,Exploratory,Not Available,30,1-Nov-22,2.36
W142310077423803,Andhra Pradesh,ANANTAPUR,DHARMAVARA,DHARMAVARA,Dharmavaram-Ow,Bore Well,Exploratory,Not Available,30,1-Nov-22,2.21
W144905077351901,Andhra Pradesh,ANANTAPUR,GARLADINNE,GARLADINNE,Garladine-Ew,Bore Well,Exploratory,Not Available,200,1-Nov-22,2.25
W143939077343202,Andhra Pradesh,ANANTAPUR,GOOTY,GOOTY,Brahmanapalli-Ewl,Bore Well,Exploratory,Not Available,200,1-Nov-22,1.8
W143939077343203,Andhra Pradesh,ANANTAPUR,GOOTY,GOOTY,Brahmanapalli-Ewll,Bore Well,Exploratory,Not Available,200,1-Nov-22,1.84
W143939077343201,Andhra Pradesh,ANANTAPUR,GOOTY,GOOTY,Brahmanapalli-NQM,Bore Well,Piezometer,Not Available,200,1-Nov-22,1.3
W150700077383502,Andhra Pradesh,ANANTAPUR,GOOTY,GOOTY,Gooty-alt,Dug Well,,Unconfined,16.6,1-Nov-22,2.82
W150646077365501,Andhra Pradesh,ANANTAPUR,GOOTY,GOOTY,Gooty-Ewl,Bore Well,Exploratory,Not Available,200,1-Nov-22,5.8
W150646077365502,Andhra Pradesh,ANANTAPUR,GOOTY,GOOTY,Gooty-Ewll,Bore Well,Exploratory,Not Available,200,1-Nov-22,2.96
W150646077365503,Andhra Pradesh,ANANTAPUR,GOOTY,GOOTY,Gooty-NQM,Bore Well,Piezometer,Not Available,200,1-Nov-22,2.96
W150630077373001,Andhra Pradesh,ANANTAPUR,GOOTY,GOOTY,Gooty-PZ,Bore Well,Piezometer,Unconfined,33.1,1-Nov-22,6.54
W135800077100001,Andhra Pradesh,ANANTAPUR,GUDIBANDA,GUDIBANDA,Budipalli,Dug Well,,Unconfined,13.28,1-Nov-22,1.15
W140212077220701,Andhra Pradesh,ANANTAPUR,GUDIBANDA,GUDIBANDA,N Roppam-Pz,Bore Well,Piezometer,Confined,171.3,1-Nov-22,14.06
W135724077063001,Andhra Pradesh,ANANTAPUR,GUDIBANDA,GUDIBANDA,Palaram 2013DW,Dug Well,,Unconfined,9,1-Nov-22,1.5
W135756077034001,Andhra Pradesh,ANANTAPUR,GUDIBANDA,GUDIBANDA,Timmalapuram-Pz,Bore Well,Piezometer,Confined,200,1-Nov-22,9.44
W150740077234701,Andhra Pradesh,ANANTAPUR,GUNTAKAL,GUNTAKAL,Donimukkala-Ew,Bore Well,Exploratory,Not Available,200,1-Nov-22,0.75
W150740077234702,Andhra Pradesh,ANANTAPUR,GUNTAKAL,GUNTAKAL,Donnimukkala-Ow,Bore Well,Exploratory,Not Available,174,1-Nov-22,0.75
W151005077223503,Andhra Pradesh,ANANTAPUR,GUNTAKAL,GUNTAKAL,Guntakal2,Dug Well,,Unconfined,6.55,1-Nov-22,1.04
W134200077292001,Andhra Pradesh,ANANTAPUR,HINDUPUR,HINDUPUR,Chauluru-bh,Bore Well,Piezometer,Unconfined,115,1-Nov-22,1.28
W141130078095001,Andhra Pradesh,ANANTAPUR,KADIRI,KADIRI,Alampur,Dug Well,,Unconfined,13.2,1-Nov-22,1.05
W140948078103502,Andhra Pradesh,ANANTAPUR,KADIRI,KADIRI,Jaukula-Ew,Bore Well,Exploratory,Not Available,200,1-Nov-22,1.78
W140948078103501,Andhra Pradesh,ANANTAPUR,KADIRI,KADIRI,Jaukula-NQM,Bore Well,Piezometer,Not Available,200,1-Nov-22,1.78
W140630078093003,Andhra Pradesh,ANANTAPUR,KADIRI,KADIRI,Kadiri - PZ,Bore Well,Piezometer,Semi-Confined,40,1-Nov-22,2.26
W140744078091501,Andhra Pradesh,ANANTAPUR,KADIRI,KADIRI,Kadiri Rural-Ew,Bore Well,Exploratory,Not Available,200,1-Nov-22,3.2
W140744078091502,Andhra Pradesh,ANANTAPUR,KADIRI,KADIRI,Kadiri Rural-NQM,Bore Well,Piezometer,Not Available,200,1-Nov-22,3.2
W143248077063603,Andhra Pradesh,ANANTAPUR,KALYANDURG,KALYANDURG,Kalyandurg-alt,Dug Well,,Unconfined,17.7,1-Nov-22,1.57
